prompt_id,source_workload_id,prompt,target_sla,target_energy,target_imbalance,target_fairness,target_carbon
prompt-008996,workload-000826,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=3; regime=normal; cpu=1.16; memory_gb=3.40; latency_budget_ms=36.1; energy_sensitivity=0.53; edge_locality=0.91",0.59,0.1,0.13,0.08,0.1
prompt-008997,workload-004213,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=3; regime=energy-scarcity; cpu=0.84; memory_gb=0.90; latency_budget_ms=56.3; energy_sensitivity=0.65; edge_locality=0.94",0.54,0.15,0.1,0.08,0.13
prompt-008998,workload-002492,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=3; regime=high-contention; cpu=2.32; memory_gb=3.93; latency_budget_ms=54.4; energy_sensitivity=0.39; edge_locality=0.89",0.59,0.1,0.13,0.08,0.1
prompt-008999,workload-002505,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=3; regime=burst; cpu=1.23; memory_gb=0.91; latency_budget_ms=36.4; energy_sensitivity=0.61; edge_locality=1.00",0.59,0.1,0.13,0.08,0.1
prompt-009000,workload-000174,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=3; regime=normal; cpu=2.05; memory_gb=5.84; latency_budget_ms=75.7; energy_sensitivity=0.47; edge_locality=0.43",0.51,0.11,0.18,0.13,0.07
prompt-009001,workload-003694,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=burst; cpu=4.69; memory_gb=19.27; latency_budget_ms=316.4; energy_sensitivity=0.70; edge_locality=0.23",0.2,0.3,0.17,0.1,0.23
prompt-009002,workload-003152,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=3; regime=burst; cpu=2.40; memory_gb=3.02; latency_budget_ms=37.0; energy_sensitivity=0.54; edge_locality=0.92",0.59,0.1,0.13,0.08,0.1
prompt-009003,workload-003303,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=burst; cpu=7.22; memory_gb=19.94; latency_budget_ms=336.9; energy_sensitivity=0.71; edge_locality=0.01",0.2,0.3,0.17,0.1,0.23
prompt-009004,workload-004217,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=2; regime=energy-scarcity; cpu=1.08; memory_gb=6.96; latency_budget_ms=106.4; energy_sensitivity=0.49; edge_locality=0.63",0.4,0.19,0.15,0.13,0.13
prompt-009005,workload-003193,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=3; regime=burst; cpu=1.44; memory_gb=4.31; latency_budget_ms=75.3; energy_sensitivity=0.27; edge_locality=0.48",0.51,0.11,0.18,0.13,0.07
prompt-009006,workload-000670,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=1; regime=normal; cpu=1.97; memory_gb=13.65; latency_budget_ms=236.1; energy_sensitivity=0.61; edge_locality=0.27",0.31,0.23,0.18,0.15,0.13
prompt-009007,workload-001648,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=3; regime=high-contention; cpu=3.22; memory_gb=0.75; latency_budget_ms=57.8; energy_sensitivity=0.45; edge_locality=0.92",0.59,0.1,0.13,0.08,0.1
prompt-009008,workload-004894,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=3; regime=energy-scarcity; cpu=1.85; memory_gb=5.91; latency_budget_ms=101.3; energy_sensitivity=0.30; edge_locality=0.32",0.46,0.16,0.15,0.13,0.1
prompt-009009,workload-000147,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=2; regime=normal; cpu=3.64; memory_gb=4.94; latency_budget_ms=219.8; energy_sensitivity=0.48; edge_locality=0.25",0.31,0.23,0.18,0.15,0.13
prompt-009010,workload-002211,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=high-contention; cpu=3.00; memory_gb=1.05; latency_budget_ms=58.5; energy_sensitivity=0.38; edge_locality=0.91",0.53,0.13,0.13,0.08,0.13
prompt-009011,workload-002132,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=3; regime=high-contention; cpu=3.78; memory_gb=4.50; latency_budget_ms=149.6; energy_sensitivity=0.50; edge_locality=0.45",0.37,0.2,0.18,0.15,0.1
prompt-009012,workload-004006,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=energy-scarcity; cpu=2.47; memory_gb=4.66; latency_budget_ms=339.8; energy_sensitivity=0.79; edge_locality=0.10",0.21,0.32,0.14,0.1,0.23
prompt-009013,workload-003701,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=2; regime=burst; cpu=7.69; memory_gb=5.64; latency_budget_ms=188.2; energy_sensitivity=0.38; edge_locality=0.60",0.31,0.23,0.18,0.15,0.13
prompt-009014,workload-004897,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=energy-scarcity; cpu=3.32; memory_gb=5.86; latency_budget_ms=293.9; energy_sensitivity=0.85; edge_locality=0.30",0.15,0.35,0.14,0.1,0.26
prompt-009015,workload-000625,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=normal; cpu=3.61; memory_gb=10.86; latency_budget_ms=282.8; energy_sensitivity=0.96; edge_locality=0.04",0.2,0.3,0.17,0.1,0.23
prompt-009016,workload-001255,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=1; regime=high-contention; cpu=1.38; memory_gb=3.60; latency_budget_ms=80.7; energy_sensitivity=0.22; edge_locality=0.53",0.45,0.14,0.18,0.13,0.1
prompt-009017,workload-003656,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=1; regime=burst; cpu=1.25; memory_gb=9.26; latency_budget_ms=86.9; energy_sensitivity=0.27; edge_locality=0.46",0.45,0.14,0.18,0.13,0.1
prompt-009018,workload-003220,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=2; regime=burst; cpu=3.84; memory_gb=3.23; latency_budget_ms=117.1; energy_sensitivity=0.50; edge_locality=0.54",0.45,0.14,0.18,0.13,0.1
prompt-009019,workload-002677,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=burst; cpu=8.36; memory_gb=14.01; latency_budget_ms=294.3; energy_sensitivity=0.75; edge_locality=0.21",0.26,0.27,0.17,0.1,0.2
prompt-009020,workload-003695,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=3; regime=burst; cpu=2.70; memory_gb=7.33; latency_budget_ms=112.1; energy_sensitivity=0.47; edge_locality=0.37",0.51,0.11,0.18,0.13,0.07
prompt-009021,workload-004689,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=2; regime=energy-scarcity; cpu=5.63; memory_gb=5.29; latency_budget_ms=177.8; energy_sensitivity=0.41; edge_locality=0.23",0.26,0.28,0.15,0.15,0.16
prompt-009022,workload-004790,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=energy-scarcity; cpu=8.11; memory_gb=15.37; latency_budget_ms=290.3; energy_sensitivity=0.96; edge_locality=0.22",0.15,0.35,0.14,0.1,0.26
prompt-009023,workload-003221,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=2; regime=burst; cpu=1.90; memory_gb=8.07; latency_budget_ms=146.6; energy_sensitivity=0.44; edge_locality=0.71",0.31,0.23,0.18,0.15,0.13
prompt-009024,workload-000867,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=1; regime=normal; cpu=3.82; memory_gb=11.75; latency_budget_ms=162.8; energy_sensitivity=0.65; edge_locality=0.79",0.31,0.23,0.18,0.15,0.13
prompt-009025,workload-004469,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=2; regime=energy-scarcity; cpu=4.63; memory_gb=11.41; latency_budget_ms=226.9; energy_sensitivity=0.66; edge_locality=0.54",0.26,0.28,0.15,0.15,0.16
prompt-009026,workload-004757,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=2; regime=energy-scarcity; cpu=2.33; memory_gb=7.33; latency_budget_ms=97.9; energy_sensitivity=0.84; edge_locality=0.20",0.26,0.28,0.15,0.15,0.16
prompt-009027,workload-002040,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=1; regime=high-contention; cpu=1.37; memory_gb=2.61; latency_budget_ms=89.3; energy_sensitivity=0.32; edge_locality=0.49",0.45,0.14,0.18,0.13,0.1
prompt-009028,workload-001926,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=2; regime=high-contention; cpu=1.87; memory_gb=3.19; latency_budget_ms=122.7; energy_sensitivity=0.42; edge_locality=0.68",0.45,0.14,0.18,0.13,0.1
prompt-009029,workload-001999,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=2; regime=high-contention; cpu=3.24; memory_gb=3.72; latency_budget_ms=80.8; energy_sensitivity=0.36; edge_locality=0.32",0.45,0.14,0.18,0.13,0.1
prompt-009030,workload-004696,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=3; regime=energy-scarcity; cpu=1.77; memory_gb=5.46; latency_budget_ms=112.6; energy_sensitivity=0.26; edge_locality=0.59",0.46,0.16,0.15,0.13,0.1
prompt-009031,workload-002501,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=burst; cpu=3.70; memory_gb=7.36; latency_budget_ms=326.1; energy_sensitivity=0.99; edge_locality=0.27",0.2,0.3,0.17,0.1,0.23
